gvkey,cid,cnms,ctype,gareac,gareat,salecs,sid,stype,srcdate,conm,tic,cusip,CIK,sic,Symbol,Security,GICS Sector,GICS Sub-Industry,Headquarters Location,Date added,Founded,date,fyear
1690,17,Indirect Distribution,MARKET,,,179520.06,21,BUSSEG,2019-09-30,APPLE INC,AAPL,037833100,320193.0,3663,AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,1977,2019-09-30,2019
1690,16,Direct Distribution,MARKET,,,149844.64,21,BUSSEG,2022-09-30,APPLE INC,AAPL,037833100,320193.0,3663,AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,1977,2022-09-30,2022
1690,17,Indirect Distribution,MARKET,,,244483.36,21,BUSSEG,2022-09-30,APPLE INC,AAPL,037833100,320193.0,3663,AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,1977,2022-09-30,2022
1690,29,Other Countries,GEOREG,OTHER,REG,172269.0,21,BUSSEG,2022-09-30,APPLE INC,AAPL,037833100,320193.0,3663,AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,1977,2022-09-30,2022
1690,27,United States,GEOREG,USA,ISO,147859.0,21,BUSSEG,2022-09-30,APPLE INC,AAPL,037833100,320193.0,3663,AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,1977,2022-09-30,2022
1704,7,INTEL CORP,COMPANY,,,1752.96,0,,2019-10-31,APPLIED MATERIALS INC,AMAT,038222105,6951.0,3559,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,1967,2019-10-31,2019
1704,35,Korea,GEOREG,KOR,ISO,55.0,6,BUSSEG,2019-10-31,APPLIED MATERIALS INC,AMAT,038222105,6951.0,3559,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,1967,2019-10-31,2019
1704,45,5 Customers,COMPANY,,,5867.55,2,BUSSEG,2019-10-31,APPLIED MATERIALS INC,AMAT,038222105,6951.0,3559,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,1967,2019-10-31,2019
1704,34,China,GEOREG,CHN,ISO,1469.0,6,BUSSEG,2019-10-31,APPLIED MATERIALS INC,AMAT,038222105,6951.0,3559,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,1967,2019-10-31,2019
1704,39,Korea,GEOREG,KOR,ISO,1435.0,2,BUSSEG,2019-10-31,APPLIED MATERIALS INC,AMAT,038222105,6951.0,3559,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,1967,2019-10-31,2019
1704,27,Asia Pacific,GEOREG,ASIA,REG,11917.0,0,,2019-10-31,APPLIED MATERIALS INC,AMAT,038222105,6951.0,3559,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,1967,2019-10-31,2019
1704,46,4 Customers,COMPANY,,,1122.68,6,BUSSEG,2019-10-31,APPLIED MATERIALS INC,AMAT,038222105,6951.0,3559,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,1967,2019-10-31,2019
1704,8,Taiwan Semiconductor Manufacturing Co Ltd,COMPANY,,,2045.12,0,,2019-10-31,APPLIED MATERIALS INC,AMAT,038222105,6951.0,3559,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,1967,2019-10-31,2019
1704,34,China,GEOREG,CHN,ISO,1029.0,6,BUSSEG,2022-10-31,APPLIED MATERIALS INC,AMAT,038222105,6951.0,3559,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,1967,2022-10-31,2022
1704,27,Asia Pacific,GEOREG,ASIA,REG,21007.0,0,,2022-10-31,APPLIED MATERIALS INC,AMAT,038222105,6951.0,3559,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,1967,2022-10-31,2022
1704,49,3 Customers,COMPANY,,,798.6,6,BUSSEG,2022-10-31,APPLIED MATERIALS INC,AMAT,038222105,6951.0,3559,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,1967,2022-10-31,2022
1704,8,Taiwan Semiconductor Manufacturing Co Ltd,COMPANY,,,5157.0,0,,2022-10-31,APPLIED MATERIALS INC,AMAT,038222105,6951.0,3559,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,1967,2022-10-31,2022
1704,7,INTEL CORP,COMPANY,,,2578.5,0,,2022-10-31,APPLIED MATERIALS INC,AMAT,038222105,6951.0,3559,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,1967,2022-10-31,2022
1704,6,Samsung Electronics Co Ltd,COMPANY,,,3094.2,0,,2022-10-31,APPLIED MATERIALS INC,AMAT,038222105,6951.0,3559,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,1967,2022-10-31,2022
1878,6,Americas,GEOREG,AMERICAS,REG,1049.9,15,BUSSEG,2019-01-31,AUTODESK INC,ADSK,052769106,769397.0,7370,ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,1982,2019-01-31,2019
1878,10,Other International,GEOREG,OTHER,REG,338.768,15,BUSSEG,2019-01-31,AUTODESK INC,ADSK,052769106,769397.0,7370,ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,1982,2019-01-31,2019
1878,5,Distributors/Resellers,MARKET,,,1830.8,15,BUSSEG,2019-01-31,AUTODESK INC,ADSK,052769106,769397.0,7370,ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,1982,2019-01-31,2019
1878,8,Direct Sales,MARKET,,,739.0,15,BUSSEG,2019-01-31,AUTODESK INC,ADSK,052769106,769397.0,7370,ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,1982,2019-01-31,2019
1878,1,Tech Data Corp,COMPANY,,,899.43,15,BUSSEG,2019-01-31,AUTODESK INC,ADSK,052769106,769397.0,7370,ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,1982,2019-01-31,2019
1878,9,"Brazil, Russia, India, and China",GEOREG,BRA,ISO,307.4,15,BUSSEG,2019-01-31,AUTODESK INC,ADSK,052769106,769397.0,7370,ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,1982,2019-01-31,2019
1878,8,Direct Sales,MARKET,,,1537.0,15,BUSSEG,2022-01-31,AUTODESK INC,ADSK,052769106,769397.0,7370,ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,1982,2022-01-31,2022
1878,9,"Brazil, Russia, India, and China",GEOREG,BRA,ISO,546.4,15,BUSSEG,2022-01-31,AUTODESK INC,ADSK,052769106,769397.0,7370,ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,1982,2022-01-31,2022
1878,6,Americas,GEOREG,AMERICAS,REG,1765.1,15,BUSSEG,2022-01-31,AUTODESK INC,ADSK,052769106,769397.0,7370,ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,1982,2022-01-31,2022
1878,11,Ingram Micro Inc.,COMPANY,,,394.776,15,BUSSEG,2022-01-31,AUTODESK INC,ADSK,052769106,769397.0,7370,ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,1982,2022-01-31,2022
1878,1,Tech Data Corp,COMPANY,,,1579.104,15,BUSSEG,2022-01-31,AUTODESK INC,ADSK,052769106,769397.0,7370,ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,1982,2022-01-31,2022
1878,10,Other International,GEOREG,OTHER,REG,2700.82,15,BUSSEG,2022-01-31,AUTODESK INC,ADSK,052769106,769397.0,7370,ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,1982,2022-01-31,2022
1878,5,Distributors/Resellers,MARKET,,,2849.4,15,BUSSEG,2022-01-31,AUTODESK INC,ADSK,052769106,769397.0,7370,ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,1982,2022-01-31,2022
2111,6,United States,GEOREG,USA,ISO,1931.0,12,BUSSEG,2019-09-30,BECTON DICKINSON & CO,BDX,075887109,10795.0,3841,BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,1897,2019-09-30,2019
2111,7,International,GEOREG,OTHER,REG,2368.0,12,BUSSEG,2019-09-30,BECTON DICKINSON & CO,BDX,075887109,10795.0,3841,BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,1897,2019-09-30,2019
2111,5,International,GEOREG,OTHER,REG,3947.0,5,BUSSEG,2019-09-30,BECTON DICKINSON & CO,BDX,075887109,10795.0,3841,BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,1897,2019-09-30,2019
2111,4,United States,GEOREG,USA,ISO,5117.0,5,BUSSEG,2019-09-30,BECTON DICKINSON & CO,BDX,075887109,10795.0,3841,BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,1897,2019-09-30,2019
2111,8,United States,GEOREG,USA,ISO,2682.0,13,BUSSEG,2019-09-30,BECTON DICKINSON & CO,BDX,075887109,10795.0,3841,BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,1897,2019-09-30,2019
2111,9,International,GEOREG,OTHER,REG,1244.0,13,BUSSEG,2019-09-30,BECTON DICKINSON & CO,BDX,075887109,10795.0,3841,BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,1897,2019-09-30,2019
2111,5,International,GEOREG,OTHER,REG,3891.0,5,BUSSEG,2022-09-30,BECTON DICKINSON & CO,BDX,075887109,10795.0,3841,BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,1897,2022-09-30,2022
2111,8,United States,GEOREG,USA,ISO,3040.0,13,BUSSEG,2022-09-30,BECTON DICKINSON & CO,BDX,075887109,10795.0,3841,BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,1897,2022-09-30,2022
2111,7,International,GEOREG,OTHER,REG,2833.0,12,BUSSEG,2022-09-30,BECTON DICKINSON & CO,BDX,075887109,10795.0,3841,BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,1897,2022-09-30,2022
2111,4,United States,GEOREG,USA,ISO,4950.0,5,BUSSEG,2022-09-30,BECTON DICKINSON & CO,BDX,075887109,10795.0,3841,BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,1897,2022-09-30,2022
2111,9,International,GEOREG,OTHER,REG,1424.0,13,BUSSEG,2022-09-30,BECTON DICKINSON & CO,BDX,075887109,10795.0,3841,BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,1897,2022-09-30,2022
2111,6,United States,GEOREG,USA,ISO,2732.0,12,BUSSEG,2022-09-30,BECTON DICKINSON & CO,BDX,075887109,10795.0,3841,BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,1897,2022-09-30,2022
2184,1,Online,MARKET,,,6528.0,5,OPSEG,2019-01-31,BEST BUY CO INC,BBY,086516101,764478.0,5731,BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",1999-06-29,1966,2019-01-31,2019
2184,1,Online,MARKET,,,16430.0,5,OPSEG,2022-01-31,BEST BUY CO INC,BBY,086516101,764478.0,5731,BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",1999-06-29,1966,2022-01-31,2022
2285,25,Other,GEOREG,OTHER,REG,3450.0,4,BUSSEG,2019-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2019-12-31,2019
2285,29,Commercial,MARKET,,,10167.0,31,BUSSEG,2019-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2019-12-31,2019
2285,30,Government,MARKET,,,8107.0,31,BUSSEG,2019-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2019-12-31,2019
2285,31,US Government,GOVDOM,USA,ISO,6213.16,31,BUSSEG,2019-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2019-12-31,2019
2285,23,"Asia, other than China",GEOREG,ASIA,REG,7395.0,4,BUSSEG,2019-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2019-12-31,2019
2285,22,China,GEOREG,CHN,ISO,5051.0,4,BUSSEG,2019-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2019-12-31,2019
2285,27,United States,GEOREG,USA,ISO,19573.0,30,BUSSEG,2019-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2019-12-31,2019
2285,11,US Government,GOVDOM,USA,ISO,33079.02,0,,2019-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2019-12-31,2019
2285,26,United States,GEOREG,USA,ISO,12676.0,4,BUSSEG,2019-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2019-12-31,2019
2285,24,Middle East,GEOREG,MID_EAST,REG,5761.0,4,BUSSEG,2019-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2019-12-31,2019
2285,15,International,GEOREG,OTHER,REG,46649.9,0,,2019-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2019-12-31,2019
2285,21,Europe,GEOREG,EUROPE,REG,5829.0,4,BUSSEG,2019-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2019-12-31,2019
2285,20,United States Department of Defense,GOVDOM,USA,ISO,23342.03,30,BUSSEG,2019-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2019-12-31,2019
2285,28,Non United States,GEOREG,OTHER,REG,6654.0,30,BUSSEG,2019-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2019-12-31,2019
2285,32,Asia,GEOREG,ASIA,REG,4484.0,4,BUSSEG,2022-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2022-12-31,2022
2285,11,US Government,GOVDOM,USA,ISO,26643.2,0,,2022-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2022-12-31,2022
2285,30,Government,MARKET,,,7681.0,31,BUSSEG,2022-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2022-12-31,2022
2285,27,United States,GEOREG,USA,ISO,17144.0,30,BUSSEG,2022-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2022-12-31,2022
2285,24,Middle East,GEOREG,MID_EAST,REG,2003.0,4,BUSSEG,2022-12-31,BOEING CO,BA,097023105,12927.0,3721,BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,2022-12-31,2022
